Run_ID,Timestamp,pH,DO_%,Temperature_C,Agitation_rpm,Strain,Methanol_Strategy
KP-B1-Run-02,15.5,5.507719041335872,48.74160924173498,30.00783672946192,325.88852292840204,KP-B1,Pulsed
KP-B1-Run-02,16.0,5.428644819701626,36.11807097989925,30.44284383321602,379.5871068444678,KP-B1,Pulsed
KP-B1-Run-02,16.5,5.518671250413802,43.71829667510318,29.89158426984545,356.9984829946466,KP-B1,Pulsed
KP-B1-Run-02,17.0,5.287873982896911,45.818205961024105,30.21368144685176,365.9700511681799,KP-B1,Pulsed
KP-B1-Run-02,17.5,5.271531869207303,50.700137893900816,30.273712384188865,340.6176545367322,KP-B1,Pulsed
KP-B1-Run-02,18.0,5.293374398406287,45.54532829222612,29.7601383236302,370.27321938238833,KP-B1,Pulsed
KP-B1-Run-02,18.5,5.441329630033614,32.52221575203082,29.967588690063224,364.38480397014354,KP-B1,Pulsed
KP-B1-Run-02,19.0,5.306292754431621,43.530085404838125,30.19725588224876,367.9640974982025,KP-B1,Pulsed
KP-B1-Run-02,19.5,5.311367260595056,44.46036389935281,30.014716022782306,362.7894938020679,KP-B1,Pulsed
KP-B1-Run-02,20.0,5.218772061466108,37.81203564420176,29.60063106218578,370.8416025849699,KP-B1,Pulsed
KP-B1-Run-02,20.5,5.3433421252393645,37.99664770537761,30.193775347738143,387.6979760310197,KP-B1,Pulsed
KP-B1-Run-02,21.0,5.292650638328366,37.15205442789488,29.787262084529427,380.3169094019204,KP-B1,Pulsed
KP-B1-Run-02,21.5,5.408602985853477,39.545201941965566,30.456351641329423,388.14086765556266,KP-B1,Pulsed
KP-B1-Run-02,22.0,5.281699393672335,40.0201299911051,29.822151618786155,360.72334170250514,KP-B1,Pulsed
KP-B1-Run-02,22.5,5.451303800792845,43.46348718142978,30.26312363080517,378.8534771478005,KP-B1,Pulsed
KP-B1-Run-02,23.0,5.528952706819373,38.94684336857258,30.114107559115176,336.5593478231462,KP-B1,Pulsed
KP-B1-Run-02,23.5,5.227054442590314,41.83793984219546,30.12546198382636,368.05609720288976,KP-B1,Pulsed
KP-B1-Run-02,24.0,5.303280758118731,40.831746367520886,30.410832292927232,364.2395173317979,KP-B1,Pulsed
KP-B1-Run-02,24.5,5.536174162204353,44.3195512206234,30.13726120384447,352.51271301185176,KP-B1,Pulsed
KP-B1-Run-02,25.0,5.456023816139963,40.3936882667545,29.64166807259829,378.525987529524,KP-B1,Pulsed
KP-B1-Run-02,25.5,5.224955393943346,39.52577561361125,29.996965226559325,404.5263213617209,KP-B1,Pulsed
KP-B1-Run-02,26.0,5.296308424420752,40.375350442098274,30.219703516326494,353.092231341026,KP-B1,Pulsed
KP-B1-Run-02,26.5,5.410530638102092,45.30528042284976,29.90787153458667,387.4756475542863,KP-B1,Pulsed
KP-B1-Run-02,27.0,5.39664499232118,39.43295410858866,29.94065859423105,366.8036399002964,KP-B1,Pulsed
KP-B1-Run-02,27.5,5.359986174218352,42.02065369765948,30.17645998049156,380.5466904104737,KP-B1,Pulsed
KP-B1-Run-02,28.0,5.126828642873785,41.20807543368392,29.54717342597797,369.1974245463234,KP-B1,Pulsed
KP-B1-Run-02,28.5,5.358871041218908,44.36594507425413,29.99096535986997,377.6382702751489,KP-B1,Pulsed
KP-B1-Run-02,29.0,5.451805638065743,45.0582567794579,29.963095822992926,375.5793582918728,KP-B1,Pulsed
KP-B1-Run-02,29.5,5.374752330224226,39.68470310670677,29.769265432967284,340.5050445869443,KP-B1,Pulsed
KP-B1-Run-02,30.0,5.267333906547567,35.91410750037059,30.376559545335976,377.82624012446144,KP-B1,Pulsed
KP-B1-Run-02,30.5,5.363656102705316,39.03504444175675,30.008933778970388,362.6969685018367,KP-B1,Pulsed
KP-B1-Run-02,31.0,5.39490185566206,41.86220194876406,29.741584889292977,362.6264038609973,KP-B1,Pulsed
KP-B1-Run-02,31.5,5.474969935459512,40.9039201371261,29.76569387122053,370.6924054746572,KP-B1,Pulsed
KP-B1-Run-02,32.0,5.278940591329339,40.79844925801425,30.249488492299346,376.2516066527528,KP-B1,Pulsed
KP-B1-Run-02,32.5,5.6176133443675385,42.201578704147,30.068986334352665,363.4588013688463,KP-B1,Pulsed
KP-B1-Run-02,33.0,5.358646655315733,38.53795847089892,29.350306431478764,392.1139333319321,KP-B1,Pulsed
KP-B1-Run-02,33.5,5.332604944444977,38.53129977700008,30.06317101018754,385.6041599499894,KP-B1,Pulsed
KP-B1-Run-02,34.0,5.352922516709372,40.74219499717295,30.22385622219432,372.9304294141841,KP-B1,Pulsed
KP-B1-Run-02,34.5,5.416483374176333,35.70976614483255,29.62760430047168,387.8330966712061,KP-B1,Pulsed
KP-B1-Run-02,35.0,5.258144136083271,41.32741264133989,29.95590036534088,373.69965772886326,KP-B1,Pulsed
KP-B1-Run-02,35.5,5.305903723103227,43.290520054316126,30.51896734635595,384.0862157723362,KP-B1,Pulsed
KP-B1-Run-02,36.0,5.422249071567282,38.45300811042752,29.641170830452687,379.4039164279074,KP-B1,Pulsed
KP-B1-Run-02,36.5,5.293875035204192,35.11966961505254,30.241033743709675,393.1991684904442,KP-B1,Pulsed
KP-B1-Run-02,37.0,5.306616122704691,41.10689296383773,30.30058568033753,383.9087336392615,KP-B1,Pulsed
KP-B1-Run-02,37.5,5.274434535390126,39.61381976028871,30.3980428260126,384.9553996540767,KP-B1,Pulsed
KP-B1-Run-02,38.0,5.44891321031828,41.27488765810735,29.743346592606525,372.3539883774271,KP-B1,Pulsed
KP-B1-Run-02,38.5,5.430136515705175,42.638115340061226,30.329971485275365,369.2117501618104,KP-B1,Pulsed
KP-B1-Run-02,39.0,5.440812053467719,43.68613233515693,29.7038754689136,404.80120703699663,KP-B1,Pulsed
KP-B1-Run-02,39.5,5.562644082734419,47.93775901886498,30.069280032249,386.4630368106034,KP-B1,Pulsed
KP-B1-Run-02,40.0,5.482699438911731,42.39340801914825,30.33791005829868,395.09383104030985,KP-B1,Pulsed
KP-B1-Run-02,40.5,5.390643809096196,43.60349136292051,29.678623755092183,383.8377850508807,KP-B1,Pulsed
KP-B1-Run-02,41.0,5.55887356160498,36.12426050563904,29.79675730290085,394.2428760328261,KP-B1,Pulsed
KP-B1-Run-02,41.5,5.443141197323615,37.18742377703126,29.87514179918096,366.8716023935782,KP-B1,Pulsed
KP-B1-Run-02,42.0,5.503048499952057,38.9823559269884,30.53764677322819,386.2165036606003,KP-B1,Pulsed
KP-B1-Run-02,42.5,5.384275969659712,38.737034716124604,29.92674004944228,387.07898309367374,KP-B1,Pulsed
KP-B1-Run-02,43.0,5.658740757657832,38.60842098970192,29.908093961768607,386.817241018581,KP-B1,Pulsed
KP-B1-Run-02,43.5,5.5177774506344255,35.299546316781665,30.13652782107289,373.98862235968255,KP-B1,Pulsed
KP-B1-Run-02,44.0,5.465327268895095,38.01872017291864,29.30876929807281,392.210330706979,KP-B1,Pulsed
KP-B1-Run-02,44.5,5.447364477034687,37.700259074561714,29.808496841957098,367.4127424570185,KP-B1,Pulsed
KP-B1-Run-02,45.0,5.489809994153887,42.021647347400425,29.73628473444723,379.4009831069173,KP-B1,Pulsed
KP-B1-Run-02,45.5,5.407421087886103,46.12509584310664,30.16353652427668,373.765433941541,KP-B1,Pulsed
KP-B1-Run-02,46.0,5.44537803094905,35.11992537808575,30.21539709297485,413.46654423650057,KP-B1,Pulsed
KP-B1-Run-02,46.5,5.584229168508395,41.39218051042302,29.82497629323956,369.2364736522881,KP-B1,Pulsed
KP-B1-Run-02,47.0,5.277479495663089,30.70634867150437,30.208156728902377,387.6241338633007,KP-B1,Pulsed
KP-B1-Run-02,47.5,5.509671616645313,43.34659445570436,30.029971663170723,391.7727574790306,KP-B1,Pulsed
KP-B1-Run-02,48.0,5.3735679655502535,37.96174674848277,30.21854097374188,387.3843745445204,KP-B1,Pulsed
KP-B1-Run-02,48.5,5.389349233324717,38.88254942167145,30.26589905881848,380.0267432992151,KP-B1,Pulsed
KP-B1-Run-02,49.0,5.415847148244796,39.61083351333529,30.34806657107557,387.243881681342,KP-B1,Pulsed
KP-B1-Run-02,49.5,5.351967661394828,37.35941716718293,30.315917229904613,421.749579479052,KP-B1,Pulsed
KP-B1-Run-02,50.0,5.293624218631397,35.46409515479043,29.94936096398936,393.33100810768735,KP-B1,Pulsed
KP-B1-Run-02,50.5,5.504946956555499,36.01410097419554,29.68106728900516,394.1546406303378,KP-B1,Pulsed
KP-B1-Run-02,51.0,5.401659927979283,41.405162993314576,30.146207940957115,400.8306902144983,KP-B1,Pulsed
KP-B1-Run-02,51.5,5.418301865362313,45.629240775704616,29.74867560552187,402.0788141729883,KP-B1,Pulsed
KP-B1-Run-02,52.0,5.303031001292689,35.27959696678164,29.817796320370363,417.7731833826037,KP-B1,Pulsed
KP-B1-Run-02,52.5,5.457639443045402,36.66606579436687,30.11233089778637,394.2772182213676,KP-B1,Pulsed
KP-B1-Run-02,53.0,5.383302663086088,34.18511343263532,30.431562745353688,397.3139385973173,KP-B1,Pulsed
KP-B1-Run-02,53.5,5.651123837346824,41.13346486162264,30.16539591742832,388.0552684040788,KP-B1,Pulsed
KP-B1-Run-02,54.0,5.325465443614308,37.59680704653466,29.66271222173825,404.7528557109613,KP-B1,Pulsed
KP-B1-Run-02,54.5,5.599515249769713,37.404763201648606,30.28334729171736,385.0782306134138,KP-B1,Pulsed
KP-B1-Run-02,55.0,5.407253316179265,35.68010804630367,29.360060089478846,395.28533308455417,KP-B1,Pulsed
KP-B1-Run-02,55.5,5.451595173759775,41.26008299628492,30.238631475800787,408.3842934855849,KP-B1,Pulsed
KP-B1-Run-02,56.0,5.342596377688212,39.37849191821208,30.47477818964448,402.3646844273029,KP-B1,Pulsed
KP-B1-Run-02,56.5,5.6241093613065,43.99439833335959,29.919459518912507,386.6292371571248,KP-B1,Pulsed
KP-B1-Run-02,57.0,5.366353783458105,33.32659253969034,29.844479130175344,415.6149817463437,KP-B1,Pulsed
KP-B1-Run-02,57.5,5.223346242474876,34.70013979785876,29.9618605675044,384.7588886573412,KP-B1,Pulsed
KP-B1-Run-02,58.0,5.392271405575977,36.21301097673309,29.92273793398148,387.3915128916872,KP-B1,Pulsed
KP-B1-Run-02,58.5,5.365128678614445,40.49042923776369,30.314896253358103,378.0418498212889,KP-B1,Pulsed
KP-B1-Run-02,59.0,5.171540260072711,40.8151245487128,29.63135987443436,402.3578392435628,KP-B1,Pulsed
KP-B1-Run-02,59.5,5.2921828126971775,41.45576495577902,30.763100368590457,402.32543697141335,KP-B1,Pulsed
KP-B1-Run-02,60.0,5.440589735154049,36.53358127442981,30.234539793393875,408.5153012640188,KP-B1,Pulsed
KP-B1-Run-02,60.5,5.551599845355287,35.55375043220575,30.102035311921394,392.27964566607375,KP-B1,Pulsed
KP-B1-Run-02,61.0,5.346728435192994,37.251953736989606,29.723246180886875,418.43923829947215,KP-B1,Pulsed
KP-B1-Run-02,61.5,5.3675579621984175,38.40313782206208,29.818973310372083,405.4059412565627,KP-B1,Pulsed
KP-B1-Run-02,62.0,5.402600342654464,33.47836617542739,30.14513182228556,398.1354323379684,KP-B1,Pulsed
KP-B1-Run-02,62.5,5.484848494072246,35.90097119310869,29.601619045869462,418.3310122891772,KP-B1,Pulsed
KP-B1-Run-02,63.0,5.531175775544108,35.42411707334027,30.02093376404964,418.13029224744406,KP-B1,Pulsed
KP-B1-Run-02,63.5,5.413046166413761,36.15684648442834,30.07308975000221,396.0303007133479,KP-B1,Pulsed
KP-B1-Run-02,64.0,5.545709199698703,36.49329765907768,29.76478923750181,412.46291578144326,KP-B1,Pulsed
KP-B1-Run-02,64.5,5.347036935056865,42.98213568337264,30.474748909074066,411.4524321538152,KP-B1,Pulsed
KP-B1-Run-02,65.0,5.50543310218199,38.022324253457896,29.85327156422433,408.62631135187934,KP-B1,Pulsed
KP-B1-Run-02,65.5,5.371436738954215,38.32395525532054,30.260354082909387,398.9120418185833,KP-B1,Pulsed
KP-B1-Run-02,66.0,5.405489820584528,33.11256892605627,30.43738657006971,397.2650394923669,KP-B1,Pulsed
KP-B1-Run-02,66.5,5.446376096398337,37.58796675498718,30.08466229286698,416.61506810188274,KP-B1,Pulsed
KP-B1-Run-02,67.0,5.429567008016168,33.208996184587264,29.605900407308305,397.1445048406906,KP-B1,Pulsed
KP-B1-Run-02,67.5,5.373564952532537,35.651649884076726,30.392273643227995,400.5908269117447,KP-B1,Pulsed
KP-B1-Run-02,68.0,5.432234913866544,36.45080367123264,29.87831250263638,405.6557981308938,KP-B1,Pulsed
KP-B1-Run-02,68.5,5.525336922248134,39.09175316428994,30.300963959921702,437.9361166442986,KP-B1,Pulsed
KP-B1-Run-02,69.0,5.529435944617244,43.07843670404793,29.767055457582103,438.8692735363688,KP-B1,Pulsed
KP-B1-Run-02,69.5,5.435712394578041,35.466443207710896,29.96403823577314,404.6373559992857,KP-B1,Pulsed
KP-B1-Run-02,70.0,5.48358403967265,34.50991599253468,30.24898865192141,400.0408078140157,KP-B1,Pulsed
KP-B1-Run-02,70.5,5.541811039825289,40.77067085857129,29.89286928905768,420.6657512696877,KP-B1,Pulsed
KP-B1-Run-02,71.0,5.533415928890318,42.88366064665925,29.848550830546515,421.0927409187535,KP-B1,Pulsed
KP-B1-Run-02,71.5,5.316148890822345,34.57492476778956,30.10601785127908,430.48073286968,KP-B1,Pulsed
KP-B1-Run-02,72.0,5.357406663501579,38.35827192222333,29.98103296305512,387.1770851991153,KP-B1,Pulsed
KP-B1-Run-02,72.5,5.499408684594879,41.06498369893463,29.663873202026515,408.7676009361139,KP-B1,Pulsed
KP-B1-Run-02,73.0,5.383836101536043,34.46925120426995,30.42965104305739,406.7604662009626,KP-B1,Pulsed
KP-B1-Run-02,73.5,5.623906573751532,39.13966214379476,29.891178625954662,403.7110080909065,KP-B1,Pulsed
KP-B1-Run-02,74.0,5.395400119318549,32.95735641741979,30.10596221835236,411.3698869384422,KP-B1,Pulsed
KP-B1-Run-02,74.5,5.423889456507079,31.041211233630165,30.031853630346664,405.0400506474133,KP-B1,Pulsed
KP-B1-Run-02,75.0,5.46797023044179,36.53898548609425,29.24945914158364,389.50088094436313,KP-B1,Pulsed
KP-B1-Run-02,75.5,5.718394307680518,34.042668479901145,29.24477006928074,391.1675639739229,KP-B1,Pulsed
KP-B1-Run-02,76.0,5.738446736864144,33.39100761919048,30.347704573469148,415.1501033083914,KP-B1,Pulsed
KP-B1-Run-02,76.5,5.442753296250103,37.76383641228928,29.284692997393115,392.13301070215095,KP-B1,Pulsed
KP-B1-Run-02,77.0,5.443264898786044,31.346286805191177,29.825766663448807,426.9723623519091,KP-B1,Pulsed
KP-B1-Run-02,77.5,5.5069636721335975,39.30435110652877,30.058612585305525,429.4702458057513,KP-B1,Pulsed
KP-B1-Run-02,78.0,5.488592969987151,33.47917354992065,30.44417041666257,404.359745680959,KP-B1,Pulsed
KP-B1-Run-02,78.5,5.53063448231243,37.49419208967342,30.252447811341256,397.9350266133664,KP-B1,Pulsed
KP-B1-Run-02,79.0,5.602695040582827,32.18813426167819,30.243211096605,423.8609353990698,KP-B1,Pulsed
KP-B1-Run-02,79.5,5.580613066177989,31.44748943670292,30.17637892282032,432.53390514612255,KP-B1,Pulsed
KP-B1-Run-02,80.0,5.519339578316174,32.54414996118627,30.2759242842984,418.37546108817816,KP-B1,Pulsed
KP-B1-Run-02,80.5,5.33380557361723,32.24893161305002,29.84211164063191,439.67060764792814,KP-B1,Pulsed
KP-B1-Run-02,81.0,5.635518308630621,38.85590559317003,30.06970808330516,431.203921876688,KP-B1,Pulsed
KP-B1-Run-02,81.5,5.389672059131411,34.83290929517831,30.13548981049488,401.7931808070299,KP-B1,Pulsed
KP-B1-Run-02,82.0,5.525991208964187,39.80991755741303,30.167630935368187,432.0965114332951,KP-B1,Pulsed
KP-B1-Run-02,82.5,5.261009307656773,39.36140654745877,29.94416329567435,407.2197052889493,KP-B1,Pulsed
KP-B1-Run-02,83.0,5.490036214819006,30.169933525157305,30.31438261852564,414.1357308250598,KP-B1,Pulsed
KP-B1-Run-02,83.5,5.434886918797393,34.05833480293491,30.33540469637284,421.5552093450517,KP-B1,Pulsed
KP-B1-Run-02,84.0,5.369030623046653,35.89494248922325,29.721306013703213,387.65848452937774,KP-B1,Pulsed
KP-B1-Run-02,84.5,5.660850721271717,35.80918962448307,29.976518800858976,415.2325239462162,KP-B1,Pulsed
KP-B1-Run-02,85.0,5.652207950073332,43.63646545059522,30.134634155569955,405.38881309841526,KP-B1,Pulsed
KP-B1-Run-02,85.5,5.4983034481132025,35.60421801628215,29.29514150790244,426.2674880266717,KP-B1,Pulsed
KP-B1-Run-02,86.0,5.558642512949308,38.22902659396166,30.36663699071192,423.3342490710097,KP-B1,Pulsed
KP-B1-Run-02,86.5,5.667713690658036,40.29453495711627,30.00838543657333,428.3561395103495,KP-B1,Pulsed
KP-B1-Run-02,87.0,5.340770264688943,29.77208021267673,29.748541105797145,415.8457254322442,KP-B1,Pulsed
KP-B1-Run-02,87.5,5.409137697526193,33.954513764068274,29.875887249697616,438.9800951367608,KP-B1,Pulsed
KP-B1-Run-02,88.0,5.472522635451629,27.13984615535352,30.037725351760628,423.1203629671632,KP-B1,Pulsed
KP-B1-Run-02,88.5,5.435045011859551,34.22249965049111,29.6774206235321,428.69759930435015,KP-B1,Pulsed
KP-B1-Run-02,89.0,5.785792443692985,28.4581835812797,29.84512737389725,414.0190898449296,KP-B1,Pulsed
KP-B1-Run-02,89.5,5.4804240116512455,36.87227373879092,30.162847967795702,437.3148308724297,KP-B1,Pulsed
KP-B1-Run-02,90.0,5.528049550475359,29.783702040165423,29.665594391622005,436.19389561199887,KP-B1,Pulsed
KP-B1-Run-02,90.5,5.54333318984133,37.46812221823652,30.08797863097404,407.6714417666848,KP-B1,Pulsed
KP-B1-Run-02,91.0,5.475309818581684,35.319442449048786,30.21309974887159,438.6599628156536,KP-B1,Pulsed
KP-B1-Run-02,91.5,5.4238975886794805,29.959409501769223,29.943059244075773,447.8511027480018,KP-B1,Pulsed
KP-B1-Run-02,92.0,5.460613167919198,34.86491567180292,30.13651834168169,438.0782579117258,KP-B1,Pulsed
KP-B1-Run-02,92.5,5.697694025394821,38.12321927429832,29.82161824984815,395.61490171370326,KP-B1,Pulsed
KP-B1-Run-02,93.0,5.464647066463526,33.602016882141704,29.891506416694305,457.018484143922,KP-B1,Pulsed
KP-B1-Run-02,93.5,5.535628030431645,35.27363564076858,30.0651642928942,422.7171689143044,KP-B1,Pulsed
KP-B1-Run-02,94.0,5.342518832203734,33.014147084375544,30.97639418794624,409.6664573357658,KP-B1,Pulsed
KP-B1-Run-02,94.5,5.354762695562577,38.99666790770673,30.2226248909608,431.5612982078516,KP-B1,Pulsed
KP-B1-Run-02,95.0,5.6737673862367055,30.63049417113171,29.968021571725604,443.49397842017896,KP-B1,Pulsed
KP-B1-Run-02,95.5,5.749785436782039,29.55686705603017,30.38422033756812,435.31091924594807,KP-B1,Pulsed
KP-B1-Run-02,96.0,5.556306106742942,32.976812333235785,29.584606013791618,444.44633497319546,KP-B1,Pulsed
KP-B1-Run-02,96.5,5.463023097967367,29.69842789249296,30.2656376876701,442.2536770438669,KP-B1,Pulsed
KP-B1-Run-02,97.0,5.550400008361105,36.11363086243493,30.42778097444373,450.4566945007164,KP-B1,Pulsed
KP-B1-Run-02,97.5,5.490922102659802,35.85481479383914,30.0634922932526,457.1386165552856,KP-B1,Pulsed
KP-B1-Run-02,98.0,5.532627166373283,31.680585087895007,29.815860936947136,434.5059850802,KP-B1,Pulsed
KP-B1-Run-02,98.5,5.59292254675921,34.14538684878181,30.10475176209356,442.1488885235304,KP-B1,Pulsed
KP-B1-Run-02,99.0,5.525245816408559,30.007454053224382,29.712051600925907,447.125766429552,KP-B1,Pulsed
KP-B1-Run-02,99.5,5.595782231052829,26.99498668714903,30.329026028039983,461.1231938627065,KP-B1,Pulsed
KP-B1-Run-02,100.0,5.478408314924146,33.508480138828126,29.85796257191029,442.7579372154009,KP-B1,Pulsed
KP-B1-Run-02,100.5,5.434649111092477,32.22316302870366,30.29439423839964,452.2856760894826,KP-B1,Pulsed
KP-B1-Run-02,101.0,5.595149581891969,31.357864090370786,29.52221967469692,422.8034209980775,KP-B1,Pulsed
KP-B1-Run-02,101.5,5.506822659524522,30.21929865009516,30.01786589049409,429.455017290764,KP-B1,Pulsed
KP-B1-Run-02,102.0,5.572212137233544,35.85788190314299,29.87806133363119,414.2569953411866,KP-B1,Pulsed
KP-B1-Run-02,102.5,5.486079240187512,33.938265409919815,30.2033831354858,441.50794462191016,KP-B1,Pulsed
KP-B1-Run-02,103.0,5.6875737305888014,31.56591079036904,30.6156498444028,448.1061403749219,KP-B1,Pulsed
KP-B1-Run-02,103.5,5.306401252979212,37.4644758898907,29.769904016959284,420.7384821581461,KP-B1,Pulsed
KP-B1-Run-02,104.0,5.612377110983289,26.78545858299037,29.791359230603515,460.02314477602977,KP-B1,Pulsed
KP-B1-Run-02,104.5,5.61687175789975,34.37421934281766,29.80292681985076,414.00778334881176,KP-B1,Pulsed
KP-B1-Run-02,105.0,5.633181742931374,34.66576846872585,30.26549801582433,440.636038451768,KP-B1,Pulsed
KP-B1-Run-02,105.5,5.467043175652793,39.12580876417919,30.143936232895253,435.3083670428292,KP-B1,Pulsed
KP-B1-Run-02,106.0,5.548055076251663,32.198792434220664,30.320882478647395,441.1777551829151,KP-B1,Pulsed
KP-B1-Run-02,106.5,5.6521013153447495,32.141693063679625,29.96629383255889,448.3687558999258,KP-B1,Pulsed
KP-B1-Run-02,107.0,5.627828603367379,31.116097642714536,29.77523791268572,444.2926003877732,KP-B1,Pulsed
KP-B1-Run-02,107.5,5.576584866896259,29.89788486168773,29.74727985523896,445.7404709917502,KP-B1,Pulsed
KP-B1-Run-02,108.0,5.62500950570277,30.41990365603542,29.826018889226123,427.54617216444217,KP-B1,Pulsed
KP-B1-Run-02,108.5,5.609475493914492,29.02556877907779,30.67234037070622,434.2624451271017,KP-B1,Pulsed
KP-B1-Run-02,109.0,5.32997857221274,31.2844850001126,29.97808995605436,457.50911184619616,KP-B1,Pulsed
KP-B1-Run-02,109.5,5.60256262367277,28.810994449680592,29.914082437950967,446.1612965747648,KP-B1,Pulsed
KP-B1-Run-02,110.0,5.358528574968959,35.26586520317135,29.7506490342586,462.9223239808809,KP-B1,Pulsed
KP-B1-Run-02,110.5,5.6154965141126585,33.07628240918192,30.34482703080038,450.6803141237208,KP-B1,Pulsed
KP-B1-Run-02,111.0,5.644788621631744,30.63175067861585,30.11165060444163,433.6875327754239,KP-B1,Pulsed
KP-B1-Run-02,111.5,5.544408890041202,36.95658514390672,29.757541924484872,445.2314235662109,KP-B1,Pulsed
KP-B1-Run-02,112.0,5.591346903671548,30.0677365846576,30.15432028097113,452.1791647244541,KP-B1,Pulsed
KP-B1-Run-02,112.5,5.488668081685242,31.24157013463965,29.675289798368294,455.5782292747595,KP-B1,Pulsed
KP-B1-Run-02,113.0,5.600148731036263,31.12198966015126,30.19770940466172,440.0340123096407,KP-B1,Pulsed
KP-B1-Run-02,113.5,5.675152195921821,27.9671653817316,30.42356295566836,436.3196655950105,KP-B1,Pulsed
KP-B1-Run-02,114.0,5.415382093230441,29.764395274611804,29.867409540823736,439.9588902077495,KP-B1,Pulsed
KP-B1-Run-02,114.5,5.609414801548398,33.981027082664816,29.94248822583086,435.0424031193832,KP-B1,Pulsed
KP-B1-Run-02,115.0,5.47484531877162,29.220451626072865,29.43365254822489,434.956336930588,KP-B1,Pulsed
KP-B1-Run-02,115.5,5.713155389586219,28.09242238626473,30.18861475824009,427.8527686528727,KP-B1,Pulsed
KP-B1-Run-02,116.0,5.767109589931056,36.01282019919413,30.177306466967963,476.5354556913195,KP-B1,Pulsed
KP-B1-Run-02,116.5,5.626829297492765,32.743051342448666,30.37858016301946,449.7791101298101,KP-B1,Pulsed
KP-B1-Run-02,117.0,5.437262253841493,32.741890065703195,29.85844212166996,441.5370526856681,KP-B1,Pulsed
